Аптека;Товар;Изготовитель;Страна;Штрихкод;Цена розничная;Цена закупочная;Цена завода с НДС;Цена реестра;Остаток;Сумма опт;Срок годности;Серия;Сертификат;Дата сертификата;Орган сертификации;Срок действия сертификата;Регистрационные номер;НГТД;Номер документа поставщика;Дата документа поставщика;Документ поставки;Поставщик;НДС;Наценка;Группа;Отдел
Аптека №210;Кларитромицин 250мг капс №14;Вертекс;Россия;4607003245504;211;184,13;179,421;163,11;1;184,13;01.10.2019;021016;RU.ФМ03.Д17636;31.10.2016;ООО ОЦС Северо-Запад г.Санкт-Петербург;01.10.2019;;-;149;27.10.2017;Приход перемещением №149;ГУП УР "Аптеки Удмуртии"  Аптека №138 г.Ижевск ул Тверская,36;10;14,97595041829;ЖНВЛС;1;
Аптека №210;Тулип 40мг таб п/о №30;Лек;СЛОВЕНИЯ;3838957042234;736;574,43;539,75;880,2;1;574,43;01.05.2019;GG5630;РОСС SI.ФM08.Д32490;02.08.2016;ООО "Окружной центр контроля качества" г. Москва;01.05.2019;;10130032/050816/0006;149;27.10.2017;Приход перемещением №149;ГУП УР "Аптеки Удмуртии"  Аптека №138 г.Ижевск ул Тверская,36;10;29,934228809634;ЖНВЛС;1;
Аптека №210;Вертран 24мг таб №30;БЕЛУПО, Лекарства и;Хорватия;3850343013253;319;257,95;234,53;219,65;4;1031,8;01.02.2020;27168037;РОСС HR.ФМ15.Д30545;01.02.2020;ОЦКК;01.02.2020;;10130032/300317/0002072/10;149;27.10.2017;Приход перемещением №149;ГУП УР "Аптеки Удмуртии"  Аптека №138 г.Ижевск ул Тверская,36;10;26,030784974204;ЖНВЛС;1;
Аптека №210;Димедрол 50мг таб №10;Дальхимфарм;Россия;4602824000486;3;2,838;2,57;2,34;12;34,056;01.07.2021;210616;РОСС RU.ФМ05.Д45160;12.07.2016;ООО " Окружной центр сертификации" г. Екатеринбург;01.07.2021;;;149;27.10.2017;Приход перемещением №149;ГУП УР "Аптеки Удмуртии"  Аптека №138 г.Ижевск ул Тверская,36;10;6,3035019455253;ЖНВЛС;1;
Аптека №210;Мовалис 7,5мг 5мл 10 внутр сусп фл;Boehringer Roc;США;9006968007120;627;522,29;528;0;1;522,29;31.07.2018;560532A;US.ФМ08.Д96591;10.11.2015;ООО ОЦКК г.Москва;31.07.2018;;10130130/121115/001;149;27.10.2017;Приход перемещением №149;ГУП УР "Аптеки Удмуртии"  Аптека №138 г.Ижевск ул Тверская,36;10;20,048249057037;;1;
Аптека №210;Дона 0,75 №60;Мадаус ГмбХ;Германия;8019561022019;1464;1330,67;1330,67;0;1;1330,67;31.08.2019;B1602860;РОСС DE.ФМ09.Д02829;31.08.2019;Институт ФармБиотехнологии, г. Москва;31.08.2019;;10130060/170117/0000531/1;149;27.10.2017;Приход перемещением №149;ГУП УР "Аптеки Удмуртии"  Аптека №138 г.Ижевск ул Тверская,36;10;10,019764479548;Стоп Цена;1;
Аптека №210;Эквамер 10мг+20мг+20мг капс №30;Гедеон Рихтер;Венгрия;5997001365816;969;691,71;0;0;1;691,71;01.06.2018;U66024A;РОСС HU.ФM08.Д40741;24.10.2016;ООО "Окружной центр контроля качества" г. Москва;01.06.2018;;10116070/141016/0015;149;27.10.2017;Приход перемещением №149;ГУП УР "Аптеки Удмуртии"  Аптека №138 г.Ижевск ул Тверская,36;10;40,087608969077;Стоп Цена;1;
Аптека №210;Никофлекс мазь 50г;Реанал а/о;Венгрия;5999886521035;300;228,69;228,69;0;1;228,69;01.07.2021;178;РОСС HU.ФМ15.Д16398;01.07.2021;ОЦКК;01.07.2021;;10130032/290916/0008500/1;149;27.10.2017;Приход перемещением №149;ГУП УР "Аптеки Удмуртии"  Аптека №138 г.Ижевск ул Тверская,36;10;31,181949363768;;1;
Аптека №210;Нифекард ХЛ 30мг таб п/о №30;Лек Д.Д.;Словения;3838957393497;204;164,98;157,06;143,05;1;164,98;01.05.2019;GJ9688;РОСС SI.ФM08.Д37331;21.09.2016;ООО "Окружной центр контроля качества" г. Москва;01.05.2019;;10130032/200916/0008;149;27.10.2017;Приход перемещением №149;ГУП УР "Аптеки Удмуртии"  Аптека №138 г.Ижевск ул Тверская,36;10;24,844008659111;ЖНВЛС;1;
Аптека №210;Ордисс 8мг таб №30;Тева;израиль;7290106064461;344;283;0;0;1;283;01.09.2019;Z24001;РОСС IL.ФМ15.Д06445;17.05.2016;ОСП ООО "Окружной центр контроля качества" г. Москва;01.01.2018;;10130032/180516/0004;149;27.10.2017;Приход перемещением №149;ГУП УР "Аптеки Удмуртии"  Аптека №138 г.Ижевск ул Тверская,36;10;21,554770318021;;1;
Аптека №210;Зокардис 30мг таб п/о №28;Берлин-Хеми АГ/Менарини Групп;Италия;4013054010570;459;377,2775;0;0;2;754,555;01.06.2019;62066;РОСС IT.ФМ11.Д58699;18.08.2016;ООО "ФОРМАТ КАЧЕСТВА";01.06.2019;;10130130/220816/0011;149;27.10.2017;Приход перемещением №149;ГУП УР "Аптеки Удмуртии"  Аптека №138 г.Ижевск ул Тверская,36;10;21,661111516059;ЖНВЛС;1;
Аптека №210;Энзикс Дуо 10мг/2,5мг таб №45;Хемофарм OOO;Россия;4607143560208;269;206,73;206,734;0;1;206,73;01.06.2019;0060616;POCC RU.ФM08.Д34063;01.01.1900;ООО"ОЦКК"  Москва;01.06.2019;;;149;27.10.2017;Приход перемещением №149;ГУП УР "Аптеки Удмуртии"  Аптека №138 г.Ижевск ул Тверская,36;10;30,121414405263;;1;
Аптека №210;Бронхо-Ваксом взрослый 7мг капс №10;ОМ ФАРМА СА;Швейцария;7640107470950;580;460,11;451,242;0;1;460,11;01.09.2019;1400400;CH.ФМ13.А20095;02.02.2015;ФГБУ "НЦЭСМП";01.09.2019;;10130030/040215/000;149;27.10.2017;Приход перемещением №149;ГУП УР "Аптеки Удмуртии"  Аптека №138 г.Ижевск ул Тверская,36;10;26,056812501358;;1;
Аптека №210;Нипертен 10мг таб №30;КРКА-РУС, ООО;Россия;4607055133279;222;182,93;186,08;176,76;1;182,93;01.03.2018;61850316;РОСС RU.РА01.Д81911;01.03.2018;Росаккредитация;01.03.2018;;;149;27.10.2017;Приход перемещением №149;ГУП УР "Аптеки Удмуртии"  Аптека №138 г.Ижевск ул Тверская,36;10;20,996345657782;ЖНВЛС;1;
Аптека №210;Гиалуром в/суст. введ. шприц 2мл 1,5% р-р №1;К.О.Ромфарм Компани С.Р.Л.;Румыния;5944728002739;4989;4492,29;4492,29;0;1;4492,29;01.11.2019;1614752;РОСС RO.АВ35.Д00099;23.06.2014;АВ35;22.06.2017;;10130032/090117/0000029/11;149;27.10.2017;Приход перемещением №149;ГУП УР "Аптеки Удмуртии"  Аптека №138 г.Ижевск ул Тверская,36;10;11,056944231116;Стоп Цена;1;
Аптека №210;Пантогам сироп 10% 100мл;Пик-Фарма ПРО ООО;Россия;4650057490239;414;335,63;0;0;1;335,63;01.09.2018;780816;РОСС RU.ФВ14.Д27851;08.09.2016;ОС ЗАО "Техкачество";01.09.2018;;;149;27.10.2017;Приход перемещением №149;ГУП УР "Аптеки Удмуртии"  Аптека №138 г.Ижевск ул Тверская,36;10;23,350117689122;;1;
Аптека №210;Пантогам 250мг таб №50;Пик-фарма ПРО;Россия;4630016120124;432;345,14;0;0;1;345,14;01.05.2021;J210417D;РОСС RU.ФВ14.Д43378;02.06.2017;ОС ЗАО "Техкачество";01.05.2021;;;149;27.10.2017;Приход перемещением №149;ГУП УР "Аптеки Удмуртии"  Аптека №138 г.Ижевск ул Тверская,36;10;25,166599061251;;1;
Аптека №210;Бисангил 0,0025+0,00625г №60 /1+1/;Озон;Россия;4607027764630;324;269,08;269,08;0;1;269,08;01.07.2019;050616;POCC RU.МП25.Д59302;01.07.2019;Центр Экспертфарм ООО;01.07.2019;;;149;27.10.2017;Приход перемещением №149;ГУП УР "Аптеки Удмуртии"  Аптека №138 г.Ижевск ул Тверская,36;18;20,410286903523;;2;
Аптека №210;Хондроксид 5% гель 30г;Нижфарм ОАО;Россия;4601026303838;379;315,15;315,15;0;1;315,15;12.11.2018;141116;РОСС RU.ФМ11.Д68543;22.11.2016;ФОРМАТ КАЧЕСТВА,ООО;12.11.2018;;;149;27.10.2017;Приход перемещением №149;ГУП УР "Аптеки Удмуртии"  Аптека №138 г.Ижевск ул Тверская,36;10;20,260193558623;;1;
Аптека №210;Артезин 2мг таб №30;Валента Фармацевтика ОАО;Россия;4602193006485;399;333,19;302,96;275,42;1;333,19;01.01.2020;21215;РОСС RU.ФМ11.Д24943;01.01.2020;ФОРМАТ КАЧЕСТВА,ООО;01.01.2020;;;149;27.10.2017;Приход перемещением №149;ГУП УР "Аптеки Удмуртии"  Аптека №138 г.Ижевск ул Тверская,36;10;21,722339582783;ЖНВЛС;1;
Аптека №210;Бронхо-Ваксом детский 3,5мг капс №10;ОМ ФАРМА СА;Швейцария;7640107470974;538;418,14;0;0;1;418,14;01.08.2019;1400405;РОСС СН.ФМ13.А20344;27.02.2015;ИММУНОБИОЛОГ.ПРЕП.ФГБУ"НАУЧНЫЙ ЦЕНТР ЭКСПЕРТИЗЫ СРЕДСТВ МЕД. ПРИМЕНЕНИЯ";01.08.2019;;10130030/040315/0002;149;27.10.2017;Приход перемещением №149;ГУП УР "Аптеки Удмуртии"  Аптека №138 г.Ижевск ул Тверская,36;10;28,665040417085;;1;
Аптека №210;Клиндацин 100мг свечи ваг №3;Фармаприм ООО-Акрихин ОАО;Молдавия-Россия;4601969005622;556;431,21;0;0;1;431,21;01.03.2019;192;РОСС RU.ФВ14.Д22727;01.01.1900;ФВ14 ЗАО "Техкачество";01.03.2019;;10130190/010416/0004801/1;149;27.10.2017;Приход перемещением №149;ГУП УР "Аптеки Удмуртии"  Аптека №138 г.Ижевск ул Тверская,36;10;28,939495837295;;1;
Аптека №210;Овестин 1мг/г крем ваг 15г;Органон;Ирландия;5060249172604;1455;1321,98;1321,98;0;1;1321,98;01.01.2019;1194690;РОСС IE.ФМ08.Д20243;01.01.2019;ОЦКК;01.01.2019;;10130060/131016/0016236/5;149;27.10.2017;Приход перемещением №149;ГУП УР "Аптеки Удмуртии"  Аптека №138 г.Ижевск ул Тверская,36;10;10,062179458086;Стоп Цена;1;
Аптека №210;Фокусин модиф освоб 0,4мг капс №30;Зентива;чешская республика;8594739706392;524;420,18;412,29;375,38;1;420,18;30.06.2019;3370716;РОСС SK.ФМ08.Д36368;13.09.2016;ООО "ОЦКК" г.Москва;30.06.2019;;10113110/130916/0049233/2;149;27.10.2017;Приход перемещением №149;ГУП УР "Аптеки Удмуртии"  Аптека №138 г.Ижевск ул Тверская,36;10;25,181304421645;ЖНВЛС;1;
Аптека №210;Ордисс н 12,5мг+16мг таб №30;Тева;израиль;7290106064195;504;419,84;0;0;1;419,84;01.11.2018;Z55018;РОСС IL.ФМ15.Д24934;10.01.2017;ОСП ООО "Окружной центр контроля качества" г. Москва;01.11.2018;;10130030/130117/0000;149;27.10.2017;Приход перемещением №149;ГУП УР "Аптеки Удмуртии"  Аптека №138 г.Ижевск ул Тверская,36;10;20,045731707317;;1;
Аптека №210;Нипертен 5мг таб п/о №30;КРКА-РУС, ООО;Россия;4607055133231;149;117,25;129,45;122;1;117,25;01.05.2018;63630516;РОСС RU.РА01.Д83755;22.08.2016;РА01;01.05.2018;;;149;27.10.2017;Приход перемещением №149;ГУП УР "Аптеки Удмуртии"  Аптека №138 г.Ижевск ул Тверская,36;10;24,526844341445;ЖНВЛС;1;
Аптека №210;Тулип 10мг таб п/о №30;Лек Д.Д.;Словения;3838957886609;264;204,755;200,01;433,49;1;204,755;01.06.2019;GJ8781;РОСС SI.ФM08.Д41884;02.11.2016;ООО "Окружной центр контроля качества" г. Москва;01.06.2019;;10130032/081116/0009;149;27.10.2017;Приход перемещением №149;ГУП УР "Аптеки Удмуртии"  Аптека №138 г.Ижевск ул Тверская,36;10;29,621018949053;ЖНВЛС;1;
Аптека №210;Эгипрес 10мг+10мг капс №30;Эгис;Венгрия;5995327143767;789;560,56;560,56;0;1;560,56;01.08.2019;2424A0816;РОСС HU.ФМ08.Д43788;22.11.2016;ОЦКК;01.08.2019;;10130130/231116/0017675/1;149;27.10.2017;Приход перемещением №149;ГУП УР "Аптеки Удмуртии"  Аптека №138 г.Ижевск ул Тверская,36;10;40,752105037819;;1;
Аптека №210;Эгипрес 5мг 5 капс №30;Эгис;Венгрия;5995327143736;584;446,03;0;0;1;446,03;01.08.2019;2361C0816;РОСС HU.ФM08.Д43758;22.11.2016;ООО "Окружной центр контроля качества" г. Москва;01.08.2019;;10130130/231116/0007;149;27.10.2017;Приход перемещением №149;ГУП УР "Аптеки Удмуртии"  Аптека №138 г.Ижевск ул Тверская,36;10;30,932896890344;;1;
Аптека №210;Альфа Д3-Тева 0,25мкг капс №30;Тева;Израиль-Германия;7290008001557;346;268,86;260,19;237,04;1;268,86;01.11.2018;A04224;РОСС IL.ФМ15.Д05696;05.05.2016;ОСП ООО "Окружной центр контроля качества" г. Москва;01.11.2018;;10130032/060516/0003;149;27.10.2017;Приход перемещением №149;ГУП УР "Аптеки Удмуртии"  Аптека №138 г.Ижевск ул Тверская,36;10;29,647565240786;ЖНВЛС;1;
